,,,,
AREA_ID,AREA_NAME,PARENT_NAME,PARENT_PARENT_Name,AREA_Parent_PP_NAME
116450,San Jacinto,SAN MANUEL,TARLAC,San Jacinto_SAN MANUEL_TARLAC
116451,Acocolao,PANIQUI,TARLAC,Acocolao_PANIQUI_TARLAC
116452,Aduas,PANIQUI,TARLAC,Aduas_PANIQUI_TARLAC
116453,Apulid,PANIQUI,TARLAC,Apulid_PANIQUI_TARLAC
116454,Balaoang,PANIQUI,TARLAC,Balaoang_PANIQUI_TARLAC
116455,San Vicente,CITY OF TARLAC (Capital),TARLAC,San Vicente_CITY OF TARLAC (Capital)_TARLAC
116456,Santa Cruz (Alvindia Primero),CITY OF TARLAC (Capital),TARLAC,Santa Cruz (Alvindia Primero)_CITY OF TARLAC (Capital)_TARLAC
116457,Santa Maria,CITY OF TARLAC (Capital),TARLAC,Santa Maria_CITY OF TARLAC (Capital)_TARLAC
116458,Santo Cristo,CITY OF TARLAC (Capital),TARLAC,Santo Cristo_CITY OF TARLAC (Capital)_TARLAC
116459,Santo Domingo,CITY OF TARLAC (Capital),TARLAC,Santo Domingo_CITY OF TARLAC (Capital)_TARLAC
116460,Santo Niño,CITY OF TARLAC (Capital),TARLAC,Santo Niño_CITY OF TARLAC (Capital)_TARLAC
116461,Socsocon,PASTRANA,LEYTE,Socsocon_PASTRANA_LEYTE
116462,Tingib,PASTRANA,LEYTE,Tingib_PASTRANA_LEYTE
116463,Yapad,PASTRANA,LEYTE,Yapad_PASTRANA_LEYTE
116464,Lourdes,PASTRANA,LEYTE,Lourdes_PASTRANA_LEYTE
116465,SAN ISIDRO,LEYTE,REGION VIII (EASTERN VISAYAS),SAN ISIDRO_LEYTE_REGION VIII (EASTERN VISAYAS)
116466,Banat-e,SAN ISIDRO,LEYTE,Banat-e_SAN ISIDRO_LEYTE
116467,Basud,SAN ISIDRO,LEYTE,Basud_SAN ISIDRO_LEYTE
116468,Bawod (Pob.),SAN ISIDRO,LEYTE,Bawod (Pob.)_SAN ISIDRO_LEYTE
116469,Biasong,SAN ISIDRO,LEYTE,Biasong_SAN ISIDRO_LEYTE
116470,Bunacan,SAN ISIDRO,LEYTE,Bunacan_SAN ISIDRO_LEYTE
116471,Bagacay Saong,LOON,BOHOL,Bagacay Saong_LOON_BOHOL
116472,Bahi,LOON,BOHOL,Bahi_LOON_BOHOL
116473,Basac,LOON,BOHOL,Basac_LOON_BOHOL
116474,Basdacu,LOON,BOHOL,Basdacu_LOON_BOHOL
116475,Basdio,LOON,BOHOL,Basdio_LOON_BOHOL
116476,Biasong,LOON,BOHOL,Biasong_LOON_BOHOL
116477,Bongco,LOON,BOHOL,Bongco_LOON_BOHOL
116478,Bugho,LOON,BOHOL,Bugho_LOON_BOHOL
116479,Cabacongan,LOON,BOHOL,Cabacongan_LOON_BOHOL
116480,Cabadug,LOON,BOHOL,Cabadug_LOON_BOHOL
116481,San Miguel,SAN MANUEL,TARLAC,San Miguel_SAN MANUEL_TARLAC
116482,San Narciso,SAN MANUEL,TARLAC,San Narciso_SAN MANUEL_TARLAC
116483,San Vicente,SAN MANUEL,TARLAC,San Vicente_SAN MANUEL_TARLAC
116484,Santa Maria,SAN MANUEL,TARLAC,Santa Maria_SAN MANUEL_TARLAC
116485,SANTA IGNACIA,TARLAC,REGION III (CENTRAL LUZON),SANTA IGNACIA_TARLAC_REGION III (CENTRAL LUZON)
116486,Baldios,SANTA IGNACIA,TARLAC,Baldios_SANTA IGNACIA_TARLAC
116487,Botbotones,SANTA IGNACIA,TARLAC,Botbotones_SANTA IGNACIA_TARLAC
116488,Caanamongan,SANTA IGNACIA,TARLAC,Caanamongan_SANTA IGNACIA_TARLAC
116489,Cabaruan,SANTA IGNACIA,TARLAC,Cabaruan_SANTA IGNACIA_TARLAC
116490,Cabugbugan,SANTA IGNACIA,TARLAC,Cabugbugan_SANTA IGNACIA_TARLAC
116491,Sapang Maragul,CITY OF TARLAC (Capital),TARLAC,Sapang Maragul_CITY OF TARLAC (Capital)_TARLAC
116492,Sapang Tagalog,CITY OF TARLAC (Capital),TARLAC,Sapang Tagalog_CITY OF TARLAC (Capital)_TARLAC
116493,Sepung Calzada,CITY OF TARLAC (Capital),TARLAC,Sepung Calzada_CITY OF TARLAC (Capital)_TARLAC
116494,Sinait,CITY OF TARLAC (Capital),TARLAC,Sinait_CITY OF TARLAC (Capital)_TARLAC
116495,Suizo,CITY OF TARLAC (Capital),TARLAC,Suizo_CITY OF TARLAC (Capital)_TARLAC
116496,Tariji,CITY OF TARLAC (Capital),TARLAC,Tariji_CITY OF TARLAC (Capital)_TARLAC
116497,Tibag,CITY OF TARLAC (Capital),TARLAC,Tibag_CITY OF TARLAC (Capital)_TARLAC
116498,Tibagan,CITY OF TARLAC (Capital),TARLAC,Tibagan_CITY OF TARLAC (Capital)_TARLAC
116499,Trinidad (Trinidad Primero),CITY OF TARLAC (Capital),TARLAC,Trinidad (Trinidad Primero)_CITY OF TARLAC (Capital)_TARLAC
116500,Ungot,CITY OF TARLAC (Capital),TARLAC,Ungot_CITY OF TARLAC (Capital)_TARLAC
116501,Cabungaan,SAN ISIDRO,LEYTE,Cabungaan_SAN ISIDRO_LEYTE
116502,Capiñahan (Pob.),SAN ISIDRO,LEYTE,Capiñahan (Pob.)_SAN ISIDRO_LEYTE
116503,Crossing (Pob.),SAN ISIDRO,LEYTE,Crossing (Pob.)_SAN ISIDRO_LEYTE
116504,Daja-daku,SAN ISIDRO,LEYTE,Daja-daku_SAN ISIDRO_LEYTE
116505,Daja-diot,SAN ISIDRO,LEYTE,Daja-diot_SAN ISIDRO_LEYTE
116506,Hacienda Maria,SAN ISIDRO,LEYTE,Hacienda Maria_SAN ISIDRO_LEYTE
116507,Linao,SAN ISIDRO,LEYTE,Linao_SAN ISIDRO_LEYTE
116508,Matungao,SAN ISIDRO,LEYTE,Matungao_SAN ISIDRO_LEYTE
116509,Paril,SAN ISIDRO,LEYTE,Paril_SAN ISIDRO_LEYTE
116510,San Jose,SAN ISIDRO,LEYTE,San Jose_SAN ISIDRO_LEYTE
116511,Taglawigan,SAN ISIDRO,LEYTE,Taglawigan_SAN ISIDRO_LEYTE
116512,Tinago,SAN ISIDRO,LEYTE,Tinago_SAN ISIDRO_LEYTE
116513,Busay,SAN ISIDRO,LEYTE,Busay_SAN ISIDRO_LEYTE
116514,San Miguel,SAN ISIDRO,LEYTE,San Miguel_SAN ISIDRO_LEYTE
116515,SAN MIGUEL,LEYTE,REGION VIII (EASTERN VISAYAS),SAN MIGUEL_LEYTE_REGION VIII (EASTERN VISAYAS)
116516,Bagacay,SAN MIGUEL,LEYTE,Bagacay_SAN MIGUEL_LEYTE
116517,Bahay,SAN MIGUEL,LEYTE,Bahay_SAN MIGUEL_LEYTE
116518,Bairan,SAN MIGUEL,LEYTE,Bairan_SAN MIGUEL_LEYTE
116519,Cabatianuhan,SAN MIGUEL,LEYTE,Cabatianuhan_SAN MIGUEL_LEYTE
116520,Canap,SAN MIGUEL,LEYTE,Canap_SAN MIGUEL_LEYTE
116521,Cabug,LOON,BOHOL,Cabug_LOON_BOHOL
116522,Calayugan Norte,LOON,BOHOL,Calayugan Norte_LOON_BOHOL
116523,Calayugan Sur,LOON,BOHOL,Calayugan Sur_LOON_BOHOL
116524,Canmaag,LOON,BOHOL,Canmaag_LOON_BOHOL
116525,Cambaquiz,LOON,BOHOL,Cambaquiz_LOON_BOHOL
116526,Campatud,LOON,BOHOL,Campatud_LOON_BOHOL
116527,Candaigan,LOON,BOHOL,Candaigan_LOON_BOHOL
116528,Canhangdon Occidental,LOON,BOHOL,Canhangdon Occidental_LOON_BOHOL
116529,Canhangdon Oriental,LOON,BOHOL,Canhangdon Oriental_LOON_BOHOL
116530,Canigaan,LOON,BOHOL,Canigaan_LOON_BOHOL
116531,Canmanoc,LOON,BOHOL,Canmanoc_LOON_BOHOL
116532,Cansuagwit,LOON,BOHOL,Cansuagwit_LOON_BOHOL
116533,Cansubayon,LOON,BOHOL,Cansubayon_LOON_BOHOL
116534,Catagbacan Handig,LOON,BOHOL,Catagbacan Handig_LOON_BOHOL
116535,Catagbacan Norte,LOON,BOHOL,Catagbacan Norte_LOON_BOHOL
116536,Catagbacan Sur,LOON,BOHOL,Catagbacan Sur_LOON_BOHOL
116537,Cantam-is Bago,LOON,BOHOL,Cantam-is Bago_LOON_BOHOL
116538,Cantaongon,LOON,BOHOL,Cantaongon_LOON_BOHOL
116539,Cantumocad,LOON,BOHOL,Cantumocad_LOON_BOHOL
116540,Cantam-is Baslay,LOON,BOHOL,Cantam-is Baslay_LOON_BOHOL
116541,Caduldulaoan,SANTA IGNACIA,TARLAC,Caduldulaoan_SANTA IGNACIA_TARLAC
116542,Calipayan,SANTA IGNACIA,TARLAC,Calipayan_SANTA IGNACIA_TARLAC
116543,Macaguing,SANTA IGNACIA,TARLAC,Macaguing_SANTA IGNACIA_TARLAC
116544,Nambalan,SANTA IGNACIA,TARLAC,Nambalan_SANTA IGNACIA_TARLAC
116545,Padapada,SANTA IGNACIA,TARLAC,Padapada_SANTA IGNACIA_TARLAC
116546,Pilpila,SANTA IGNACIA,TARLAC,Pilpila_SANTA IGNACIA_TARLAC
116547,Pinpinas,SANTA IGNACIA,TARLAC,Pinpinas_SANTA IGNACIA_TARLAC
116548,Poblacion East,SANTA IGNACIA,TARLAC,Poblacion East_SANTA IGNACIA_TARLAC
116549,Poblacion West,SANTA IGNACIA,TARLAC,Poblacion West_SANTA IGNACIA_TARLAC
116550,Pugo-Cecilio,SANTA IGNACIA,TARLAC,Pugo-Cecilio_SANTA IGNACIA_TARLAC
116551,Matadero,CITY OF TARLAC (Capital),TARLAC,Matadero_CITY OF TARLAC (Capital)_TARLAC
116552,Salapungan,CITY OF TARLAC (Capital),TARLAC,Salapungan_CITY OF TARLAC (Capital)_TARLAC
116553,Villa Bacolor,CITY OF TARLAC (Capital),TARLAC,Villa Bacolor_CITY OF TARLAC (Capital)_TARLAC
116554,Care,CITY OF TARLAC (Capital),TARLAC,Care_CITY OF TARLAC (Capital)_TARLAC
116555,VICTORIA,TARLAC,REGION III (CENTRAL LUZON),VICTORIA_TARLAC_REGION III (CENTRAL LUZON)
116556,Baculong,VICTORIA,TARLAC,Baculong_VICTORIA_TARLAC
116557,Balayang,VICTORIA,TARLAC,Balayang_VICTORIA_TARLAC
116558,Balbaloto,VICTORIA,TARLAC,Balbaloto_VICTORIA_TARLAC
116559,Bangar,VICTORIA,TARLAC,Bangar_VICTORIA_TARLAC
116560,Bantog,VICTORIA,TARLAC,Bantog_VICTORIA_TARLAC
116561,Capilihan,SAN MIGUEL,LEYTE,Capilihan_SAN MIGUEL_LEYTE
116562,Caraycaray,SAN MIGUEL,LEYTE,Caraycaray_SAN MIGUEL_LEYTE
116563,Libtong (East Poblacion),SAN MIGUEL,LEYTE,Libtong (East Poblacion)_SAN MIGUEL_LEYTE
116564,Guinciaman,SAN MIGUEL,LEYTE,Guinciaman_SAN MIGUEL_LEYTE
116565,Impo,SAN MIGUEL,LEYTE,Impo_SAN MIGUEL_LEYTE
116566,Kinalumsan,SAN MIGUEL,LEYTE,Kinalumsan_SAN MIGUEL_LEYTE
116567,Lukay,SAN MIGUEL,LEYTE,Lukay_SAN MIGUEL_LEYTE
116568,Malaguinabot,SAN MIGUEL,LEYTE,Malaguinabot_SAN MIGUEL_LEYTE
116569,Malpag,SAN MIGUEL,LEYTE,Malpag_SAN MIGUEL_LEYTE
116570,Mawodpawod,SAN MIGUEL,LEYTE,Mawodpawod_SAN MIGUEL_LEYTE
116571,Patong,SAN MIGUEL,LEYTE,Patong_SAN MIGUEL_LEYTE
116572,Pinarigusan,SAN MIGUEL,LEYTE,Pinarigusan_SAN MIGUEL_LEYTE
116573,San Andres,SAN MIGUEL,LEYTE,San Andres_SAN MIGUEL_LEYTE
116574,Santa Cruz,SAN MIGUEL,LEYTE,Santa Cruz_SAN MIGUEL_LEYTE
116575,Santol,SAN MIGUEL,LEYTE,Santol_SAN MIGUEL_LEYTE
116576,Cayare (West Poblacion),SAN MIGUEL,LEYTE,Cayare (West Poblacion)_SAN MIGUEL_LEYTE
116577,SANTA FE,LEYTE,REGION VIII (EASTERN VISAYAS),SANTA FE_LEYTE_REGION VIII (EASTERN VISAYAS)
116578,Baculanad,SANTA FE,LEYTE,Baculanad_SANTA FE_LEYTE
116579,Badiangay,SANTA FE,LEYTE,Badiangay_SANTA FE_LEYTE
116580,Bulod,SANTA FE,LEYTE,Bulod_SANTA FE_LEYTE
116581,San Francisco,SANTA IGNACIA,TARLAC,San Francisco_SANTA IGNACIA_TARLAC
116582,San Sotero,SANTA IGNACIA,TARLAC,San Sotero_SANTA IGNACIA_TARLAC
116583,San Vicente,SANTA IGNACIA,TARLAC,San Vicente_SANTA IGNACIA_TARLAC
116584,Santa Ines Centro,SANTA IGNACIA,TARLAC,Santa Ines Centro_SANTA IGNACIA_TARLAC
116585,Santa Ines East,SANTA IGNACIA,TARLAC,Santa Ines East_SANTA IGNACIA_TARLAC
116586,Santa Ines West,SANTA IGNACIA,TARLAC,Santa Ines West_SANTA IGNACIA_TARLAC
116587,Taguiporo,SANTA IGNACIA,TARLAC,Taguiporo_SANTA IGNACIA_TARLAC
116588,Timmaguab,SANTA IGNACIA,TARLAC,Timmaguab_SANTA IGNACIA_TARLAC
116589,Vargas,SANTA IGNACIA,TARLAC,Vargas_SANTA IGNACIA_TARLAC
116590,CITY OF TARLAC (Capital),TARLAC,REGION III (CENTRAL LUZON),CITY OF TARLAC (Capital)_TARLAC_REGION III (CENTRAL LUZON)
116591,Batangbatang,VICTORIA,TARLAC,Batangbatang_VICTORIA_TARLAC
116592,Bulo,VICTORIA,TARLAC,Bulo_VICTORIA_TARLAC
116593,Cabuluan,VICTORIA,TARLAC,Cabuluan_VICTORIA_TARLAC
116594,Calibungan,VICTORIA,TARLAC,Calibungan_VICTORIA_TARLAC
116595,Canarem,VICTORIA,TARLAC,Canarem_VICTORIA_TARLAC
116596,Cruz,VICTORIA,TARLAC,Cruz_VICTORIA_TARLAC
116597,Lalapac,VICTORIA,TARLAC,Lalapac_VICTORIA_TARLAC
116598,Maluid,VICTORIA,TARLAC,Maluid_VICTORIA_TARLAC
116599,Mangolago,VICTORIA,TARLAC,Mangolago_VICTORIA_TARLAC
116600,Masalasa,VICTORIA,TARLAC,Masalasa_VICTORIA_TARLAC
116601,Cogon Norte (Pob.),LOON,BOHOL,Cogon Norte (Pob.)_LOON_BOHOL
116602,Mamburao,PAMPLONA,NEGROS ORIENTAL,Mamburao_PAMPLONA_NEGROS ORIENTAL
116603,Mangoto,PAMPLONA,NEGROS ORIENTAL,Mangoto_PAMPLONA_NEGROS ORIENTAL
116604,Poblacion,PAMPLONA,NEGROS ORIENTAL,Poblacion_PAMPLONA_NEGROS ORIENTAL
116605,San Isidro,PAMPLONA,NEGROS ORIENTAL,San Isidro_PAMPLONA_NEGROS ORIENTAL
116606,Santa Agueda,PAMPLONA,NEGROS ORIENTAL,Santa Agueda_PAMPLONA_NEGROS ORIENTAL
116607,Simborio,PAMPLONA,NEGROS ORIENTAL,Simborio_PAMPLONA_NEGROS ORIENTAL
116608,Yupisan,PAMPLONA,NEGROS ORIENTAL,Yupisan_PAMPLONA_NEGROS ORIENTAL
116609,Calicanan,PAMPLONA,NEGROS ORIENTAL,Calicanan_PAMPLONA_NEGROS ORIENTAL
116610,SAN JOSE,NEGROS ORIENTAL,REGION VII (CENTRAL VISAYAS),SAN JOSE_NEGROS ORIENTAL_REGION VII (CENTRAL VISAYAS)
116611,Basak,SAN JOSE,NEGROS ORIENTAL,Basak_SAN JOSE_NEGROS ORIENTAL
116612,Basiao,SAN JOSE,NEGROS ORIENTAL,Basiao_SAN JOSE_NEGROS ORIENTAL
116613,Cambaloctot,SAN JOSE,NEGROS ORIENTAL,Cambaloctot_SAN JOSE_NEGROS ORIENTAL
116614,Cancawas,SAN JOSE,NEGROS ORIENTAL,Cancawas_SAN JOSE_NEGROS ORIENTAL
116615,Janayjanay,SAN JOSE,NEGROS ORIENTAL,Janayjanay_SAN JOSE_NEGROS ORIENTAL
116616,Jilocon,SAN JOSE,NEGROS ORIENTAL,Jilocon_SAN JOSE_NEGROS ORIENTAL
116617,Naiba,SAN JOSE,NEGROS ORIENTAL,Naiba_SAN JOSE_NEGROS ORIENTAL
116618,Poblacion,SAN JOSE,NEGROS ORIENTAL,Poblacion_SAN JOSE_NEGROS ORIENTAL
116619,San Roque,SAN JOSE,NEGROS ORIENTAL,San Roque_SAN JOSE_NEGROS ORIENTAL
116620,Santo Niño,SAN JOSE,NEGROS ORIENTAL,Santo Niño_SAN JOSE_NEGROS ORIENTAL
116621,Aguso,CITY OF TARLAC (Capital),TARLAC,Aguso_CITY OF TARLAC (Capital)_TARLAC
116622,Alvindia Segundo,CITY OF TARLAC (Capital),TARLAC,Alvindia Segundo_CITY OF TARLAC (Capital)_TARLAC
116623,Amucao,CITY OF TARLAC (Capital),TARLAC,Amucao_CITY OF TARLAC (Capital)_TARLAC
116624,Armenia,CITY OF TARLAC (Capital),TARLAC,Armenia_CITY OF TARLAC (Capital)_TARLAC
116625,Asturias,CITY OF TARLAC (Capital),TARLAC,Asturias_CITY OF TARLAC (Capital)_TARLAC
116626,Atioc,CITY OF TARLAC (Capital),TARLAC,Atioc_CITY OF TARLAC (Capital)_TARLAC
116627,Balanti,CITY OF TARLAC (Capital),TARLAC,Balanti_CITY OF TARLAC (Capital)_TARLAC
116628,Balete,CITY OF TARLAC (Capital),TARLAC,Balete_CITY OF TARLAC (Capital)_TARLAC
116629,Balibago I,CITY OF TARLAC (Capital),TARLAC,Balibago I_CITY OF TARLAC (Capital)_TARLAC
116630,Balibago II,CITY OF TARLAC (Capital),TARLAC,Balibago II_CITY OF TARLAC (Capital)_TARLAC
116631,Palacpalac,VICTORIA,TARLAC,Palacpalac_VICTORIA_TARLAC
116632,San Agustin,VICTORIA,TARLAC,San Agustin_VICTORIA_TARLAC
116633,San Andres,VICTORIA,TARLAC,San Andres_VICTORIA_TARLAC
116634,San Fernando (Pob.),VICTORIA,TARLAC,San Fernando (Pob.)_VICTORIA_TARLAC
116635,San Francisco,VICTORIA,TARLAC,San Francisco_VICTORIA_TARLAC
116636,San Gavino (Pob.),VICTORIA,TARLAC,San Gavino (Pob.)_VICTORIA_TARLAC
116637,San Jacinto,VICTORIA,TARLAC,San Jacinto_VICTORIA_TARLAC
116638,San Nicolas (Pob.),VICTORIA,TARLAC,San Nicolas (Pob.)_VICTORIA_TARLAC
116639,San Vicente,VICTORIA,TARLAC,San Vicente_VICTORIA_TARLAC
116640,Santa Barbara,VICTORIA,TARLAC,Santa Barbara_VICTORIA_TARLAC
116641,Catoogan,SANTA FE,LEYTE,Catoogan_SANTA FE_LEYTE
116642,Katipunan,SANTA FE,LEYTE,Katipunan_SANTA FE_LEYTE
116643,Milagrosa,SANTA FE,LEYTE,Milagrosa_SANTA FE_LEYTE
116644,Pilit,SANTA FE,LEYTE,Pilit_SANTA FE_LEYTE
116645,Pitogo,SANTA FE,LEYTE,Pitogo_SANTA FE_LEYTE
116646,Zone 1 (Pob.),SANTA FE,LEYTE,Zone 1 (Pob.)_SANTA FE_LEYTE
116647,Zone 2 (Pob.),SANTA FE,LEYTE,Zone 2 (Pob.)_SANTA FE_LEYTE
116648,Zone 3 (Pob.),SANTA FE,LEYTE,Zone 3 (Pob.)_SANTA FE_LEYTE
116649,San Isidro,SANTA FE,LEYTE,San Isidro_SANTA FE_LEYTE
116650,San Juan,SANTA FE,LEYTE,San Juan_SANTA FE_LEYTE
116651,San Miguelay,SANTA FE,LEYTE,San Miguelay_SANTA FE_LEYTE
116652,San Roque,SANTA FE,LEYTE,San Roque_SANTA FE_LEYTE
116653,Tibak,SANTA FE,LEYTE,Tibak_SANTA FE_LEYTE
116654,Victoria,SANTA FE,LEYTE,Victoria_SANTA FE_LEYTE
116655,Cutay,SANTA FE,LEYTE,Cutay_SANTA FE_LEYTE
116656,Gapas,SANTA FE,LEYTE,Gapas_SANTA FE_LEYTE
116657,Zone 4 Pob. (Cabangcalan),SANTA FE,LEYTE,Zone 4 Pob. (Cabangcalan)_SANTA FE_LEYTE
116658,TABANGO,LEYTE,REGION VIII (EASTERN VISAYAS),TABANGO_LEYTE_REGION VIII (EASTERN VISAYAS)
116659,Butason I,TABANGO,LEYTE,Butason I_TABANGO_LEYTE
116660,Butason II,TABANGO,LEYTE,Butason II_TABANGO_LEYTE
116661,Señora Ascion (Calo),SAN JOSE,NEGROS ORIENTAL,Señora Ascion (Calo)_SAN JOSE_NEGROS ORIENTAL
116662,Siapo,SAN JOSE,NEGROS ORIENTAL,Siapo_SAN JOSE_NEGROS ORIENTAL
116663,Tampi,SAN JOSE,NEGROS ORIENTAL,Tampi_SAN JOSE_NEGROS ORIENTAL
116664,Tapon Norte,SAN JOSE,NEGROS ORIENTAL,Tapon Norte_SAN JOSE_NEGROS ORIENTAL
116665,SANTA CATALINA,NEGROS ORIENTAL,REGION VII (CENTRAL VISAYAS),SANTA CATALINA_NEGROS ORIENTAL_REGION VII (CENTRAL VISAYAS)
116666,Alangilan,SANTA CATALINA,NEGROS ORIENTAL,Alangilan_SANTA CATALINA_NEGROS ORIENTAL
116667,Amio,SANTA CATALINA,NEGROS ORIENTAL,Amio_SANTA CATALINA_NEGROS ORIENTAL
116668,Buenavista,SANTA CATALINA,NEGROS ORIENTAL,Buenavista_SANTA CATALINA_NEGROS ORIENTAL
116669,Kabulacan,SANTA CATALINA,NEGROS ORIENTAL,Kabulacan_SANTA CATALINA_NEGROS ORIENTAL
116670,Caigangan,SANTA CATALINA,NEGROS ORIENTAL,Caigangan_SANTA CATALINA_NEGROS ORIENTAL
116671,Caranoche,SANTA CATALINA,NEGROS ORIENTAL,Caranoche_SANTA CATALINA_NEGROS ORIENTAL
116672,Cawitan,SANTA CATALINA,NEGROS ORIENTAL,Cawitan_SANTA CATALINA_NEGROS ORIENTAL
116673,Fatima,SANTA CATALINA,NEGROS ORIENTAL,Fatima_SANTA CATALINA_NEGROS ORIENTAL
116674,Mabuhay,SANTA CATALINA,NEGROS ORIENTAL,Mabuhay_SANTA CATALINA_NEGROS ORIENTAL
116675,Manalongon,SANTA CATALINA,NEGROS ORIENTAL,Manalongon_SANTA CATALINA_NEGROS ORIENTAL
116676,Mansagomayon,SANTA CATALINA,NEGROS ORIENTAL,Mansagomayon_SANTA CATALINA_NEGROS ORIENTAL
116677,Milagrosa,SANTA CATALINA,NEGROS ORIENTAL,Milagrosa_SANTA CATALINA_NEGROS ORIENTAL
116678,Nagbinlod,SANTA CATALINA,NEGROS ORIENTAL,Nagbinlod_SANTA CATALINA_NEGROS ORIENTAL
116679,Nagbalaye,SANTA CATALINA,NEGROS ORIENTAL,Nagbalaye_SANTA CATALINA_NEGROS ORIENTAL
116680,Obat,SANTA CATALINA,NEGROS ORIENTAL,Obat_SANTA CATALINA_NEGROS ORIENTAL
116681,Balingcanaway,CITY OF TARLAC (Capital),TARLAC,Balingcanaway_CITY OF TARLAC (Capital)_TARLAC
116682,Banaba,CITY OF TARLAC (Capital),TARLAC,Banaba_CITY OF TARLAC (Capital)_TARLAC
116683,Bantog,CITY OF TARLAC (Capital),TARLAC,Bantog_CITY OF TARLAC (Capital)_TARLAC
116684,Baras-baras,CITY OF TARLAC (Capital),TARLAC,Baras-baras_CITY OF TARLAC (Capital)_TARLAC
116685,Batang-batang,CITY OF TARLAC (Capital),TARLAC,Batang-batang_CITY OF TARLAC (Capital)_TARLAC
116686,Binauganan,CITY OF TARLAC (Capital),TARLAC,Binauganan_CITY OF TARLAC (Capital)_TARLAC
116687,Bora,CITY OF TARLAC (Capital),TARLAC,Bora_CITY OF TARLAC (Capital)_TARLAC
116688,Buenavista,CITY OF TARLAC (Capital),TARLAC,Buenavista_CITY OF TARLAC (Capital)_TARLAC
116689,Buhilit (Bubulit),CITY OF TARLAC (Capital),TARLAC,Buhilit (Bubulit)_CITY OF TARLAC (Capital)_TARLAC
116690,Burot,CITY OF TARLAC (Capital),TARLAC,Burot_CITY OF TARLAC (Capital)_TARLAC
116691,Santa Lucia (Pob.),VICTORIA,TARLAC,Santa Lucia (Pob.)_VICTORIA_TARLAC
116692,SAN JOSE,TARLAC,REGION III (CENTRAL LUZON),SAN JOSE_TARLAC_REGION III (CENTRAL LUZON)
116693,Burgos,SAN JOSE,TARLAC,Burgos_SAN JOSE_TARLAC
116694,David,SAN JOSE,TARLAC,David_SAN JOSE_TARLAC
116695,Iba,SAN JOSE,TARLAC,Iba_SAN JOSE_TARLAC
116696,Labney,SAN JOSE,TARLAC,Labney_SAN JOSE_TARLAC
116697,Lawacamulag,SAN JOSE,TARLAC,Lawacamulag_SAN JOSE_TARLAC
116698,Lubigan,SAN JOSE,TARLAC,Lubigan_SAN JOSE_TARLAC
116699,Maamot,SAN JOSE,TARLAC,Maamot_SAN JOSE_TARLAC
116700,Mababanaba,SAN JOSE,TARLAC,Mababanaba_SAN JOSE_TARLAC
116701,Campokpok,TABANGO,LEYTE,Campokpok_TABANGO_LEYTE
116702,Catmon,TABANGO,LEYTE,Catmon_TABANGO_LEYTE
116703,Gimarco,TABANGO,LEYTE,Gimarco_TABANGO_LEYTE
116704,Gibacungan,TABANGO,LEYTE,Gibacungan_TABANGO_LEYTE
116705,Inangatan,TABANGO,LEYTE,Inangatan_TABANGO_LEYTE
116706,Manlawaan,TABANGO,LEYTE,Manlawaan_TABANGO_LEYTE
116707,Omaganhan,TABANGO,LEYTE,Omaganhan_TABANGO_LEYTE
116708,Poblacion,TABANGO,LEYTE,Poblacion_TABANGO_LEYTE
116709,Santa Rosa,TABANGO,LEYTE,Santa Rosa_TABANGO_LEYTE
116710,Tabing,TABANGO,LEYTE,Tabing_TABANGO_LEYTE
116711,Poblacion,SANTA CATALINA,NEGROS ORIENTAL,Poblacion_SANTA CATALINA_NEGROS ORIENTAL
116712,San Francisco,SANTA CATALINA,NEGROS ORIENTAL,San Francisco_SANTA CATALINA_NEGROS ORIENTAL
116713,San Jose,SANTA CATALINA,NEGROS ORIENTAL,San Jose_SANTA CATALINA_NEGROS ORIENTAL
116714,San Miguel,SANTA CATALINA,NEGROS ORIENTAL,San Miguel_SANTA CATALINA_NEGROS ORIENTAL
116715,San Pedro,SANTA CATALINA,NEGROS ORIENTAL,San Pedro_SANTA CATALINA_NEGROS ORIENTAL
116716,Santo Rosario,SANTA CATALINA,NEGROS ORIENTAL,Santo Rosario_SANTA CATALINA_NEGROS ORIENTAL
116717,Talalak,SANTA CATALINA,NEGROS ORIENTAL,Talalak_SANTA CATALINA_NEGROS ORIENTAL
116718,SIATON,NEGROS ORIENTAL,REGION VII (CENTRAL VISAYAS),SIATON_NEGROS ORIENTAL_REGION VII (CENTRAL VISAYAS)
116719,Albiga,SIATON,NEGROS ORIENTAL,Albiga_SIATON_NEGROS ORIENTAL
116720,Apoloy,SIATON,NEGROS ORIENTAL,Apoloy_SIATON_NEGROS ORIENTAL
116721,Calingcuan,CITY OF TARLAC (Capital),TARLAC,Calingcuan_CITY OF TARLAC (Capital)_TARLAC
116722,Capehan,CITY OF TARLAC (Capital),TARLAC,Capehan_CITY OF TARLAC (Capital)_TARLAC
116723,Carangian,CITY OF TARLAC (Capital),TARLAC,Carangian_CITY OF TARLAC (Capital)_TARLAC
116724,Central,CITY OF TARLAC (Capital),TARLAC,Central_CITY OF TARLAC (Capital)_TARLAC
116725,Culipat,CITY OF TARLAC (Capital),TARLAC,Culipat_CITY OF TARLAC (Capital)_TARLAC
116726,Cut-cut I,CITY OF TARLAC (Capital),TARLAC,Cut-cut I_CITY OF TARLAC (Capital)_TARLAC
